model,concept,domain,dimension,measurement,min_mean,min_std,max_mean,max_std
llama2_7b_chat,bottle,temperature,temperature,fahrenheit,32.0,0.0,104.6,8.028895185188109
llama2_7b_chat,bottle,temperature,temperature,kelvin,0.0,0.0,100.0,0.0
llama2_7b_chat,bottle,value,monetary_value,US dollars,2.644,1.8723258825659375,56.045500000000004,45.03999362847015
llama2_7b_chat,bottle,value,monetary_value,euros,1.6309999999999998,2.591047136421469,226.5,349.3945891787227
llama2_7b_chat,bottle,value,monetary_value,pounds,0.5,0.0,23.8,22.49760221141706
llama2_7b_chat,bottle,weight,weight,grams,88.5,29.068883707497267,3000.0,2051.956704170308
llama2_7b_chat,bottle,weight,weight,kilograms,0.093,0.10453405388222842,63.5,29.960500312033645
llama2_7b_chat,bottle,weight,weight,ounces,0.48,0.0894427190999916,27.875,32.48354846768794
llama2_7b_chat,bottle,weight,weight,pounds,0.5,0.0,39.0,22.219005615155588
llama2_7b_chat,bowl,size,height,centimeters,9.5,2.23606797749979,307.5,182.2916979949848
llama2_7b_chat,bowl,size,height,feet,1.225,2.562251271625671,13.3,7.462890649212627
llama2_7b_chat,bowl,size,height,inches,3.8,1.1854379603736067,15.9,5.250563879492524
llama2_7b_chat,bowl,size,height,meters,0.1155,0.09270638426888696,27.75,37.08010531978457
llama2_7b_chat,bowl,size,height,millimeters,62.529999999999994,31.871652146167694,555.0,211.44863753590246
llama2_7b_chat,bowl,size,length,centimeters,8.754999999999999,3.1789563000920187,276.0,211.5208089800598
llama2_7b_chat,bowl,size,length,feet,0.925,1.672336845948145,13.7,7.685255876985284
llama2_7b_chat,bowl,size,length,inches,3.65,1.1133165247181622,16.4,5.374403271649402
llama2_7b_chat,bowl,size,length,meters,0.12,0.0894427190999916,23.25,33.097742012345634
llama2_7b_chat,bowl,size,length,millimeters,62.504999999999995,27.494027581123486,470.0,92.33805168766388
llama2_7b_chat,bowl,size,width,centimeters,10.25,2.552088927670202,222.5,206.5729130865241
llama2_7b_chat,bowl,size,width,feet,0.9,1.231174022502185,13.7,9.27418601904175
llama2_7b_chat,bowl,size,width,inches,3.9,0.8522416262267903,15.125,4.8608938965671955
llama2_7b_chat,bowl,size,width,meters,0.1,0.0,18.5,27.914342663150595
llama2_7b_chat,bowl,size,width,millimeters,48.5055,28.877544996069176,550.0,153.89675281277312
llama2_7b_chat,bowl,temperature,temperature,celsius,0.75,2.4468024246479643,99.0,4.47213595499958
llama2_7b_chat,bowl,temperature,temperature,fahrenheit,31.65,1.1821033884786183,203.4,14.113823011501882
llama2_7b_chat,bowl,temperature,temperature,kelvin,0.5,2.23606797749979,100.0,0.0
llama2_7b_chat,bowl,value,monetary_value,US dollars,5.8469999999999995,1.9816582635974878,100.247,115.84446933167264
llama2_7b_chat,bowl,value,monetary_value,euros,5.76,3.7096460321991,203.5,306.22102440798164
llama2_7b_chat,bowl,value,monetary_value,pounds,0.5,0.0,21.05,19.137246680918228
llama2_7b_chat,bowl,weight,weight,grams,88.0,30.539017321246085,2200.0,1880.6493839265088
llama2_7b_chat,bowl,weight,weight,kilograms,0.2455,0.2977719897752924,68.75,39.93003749981763
llama2_7b_chat,bowl,weight,weight,ounces,3.4899999999999998,3.784859032346759,26.8,25.16806665096404
llama2_7b_chat,bowl,weight,weight,pounds,0.985,2.132030166667195,31.0,25.319017192200555
llama2_7b_chat,broccoli,size,length,centimeters,4.8,0.6155870112510925,16.75,2.9357147430619994
llama2_7b_chat,broccoli,size,length,feet,1.4,0.7711918322345376,7.125,2.6351620343668474
llama2_7b_chat,broccoli,size,length,inches,2.175,0.9904145862372884,5.475,2.215228395020537
llama2_7b_chat,broccoli,size,length,meters,0.14,0.12311740225021846,5.75,1.831737742662616
llama2_7b_chat,broccoli,size,length,millimeters,35.25,19.158274287738198,108.75,62.278555065549085
llama2_7b_chat,broccoli,size,width,meters,0.12000000000000002,0.0894427190999916,5.75,1.8317377426626162
llama2_7b_chat,bus,size,height,centimeters,94.5,27.999060134601887,347.5,177.3155082717928
llama2_7b_chat,bus,size,height,feet,28.0,4.103913408340616,48.0,8.175702126616276
llama2_7b_chat,bus,size,height,inches,22.2,7.674976427188212,39.75,4.993416718672274
llama2_7b_chat,bus,size,height,meters,10.0,0.0,50.0,0.0
llama2_7b_chat,bus,size,height,millimeters,557.5,456.32254289909315,2505.0,2186.5558112679114
llama2_7b_chat,bus,size,length,centimeters,73.5,37.59549245097847,227.5,189.23321729103426
llama2_7b_chat,bus,size,length,feet,26.0,5.026246899500347,46.5,8.900029568253663
llama2_7b_chat,bus,size,length,inches,20.0,7.947194142390263,40.5,1.5389675281277304
llama2_7b_chat,bus,size,length,meters,10.25,1.1180339887498951,50.0,0.0
llama2_7b_chat,bus,size,length,millimeters,530.0,440.21525835006054,2077.5,2017.846363668062
llama2_7b_chat,bus,size,width,centimeters,69.0,39.189149948476945,183.0,149.52908535940776
llama2_7b_chat,bus,size,width,feet,25.5,5.104177855340404,44.25,5.199949392466289
llama2_7b_chat,bus,size,width,inches,19.5,8.255779474818965,40.75,3.7257991018529735
llama2_7b_chat,bus,size,width,meters,10.25,1.1180339887498951,50.0,0.0
llama2_7b_chat,bus,size,width,millimeters,577.5,542.5269821085302,1990.0,1900.38777206404
llama2_7b_chat,bus,temperature,temperature,celsius,-3.0,7.326950970650465,39.5,2.236067977499789
llama2_7b_chat,bus,temperature,temperature,fahrenheit,32.0,0.0,107.0,9.787209698591857
llama2_7b_chat,bus,temperature,temperature,kelvin,-5.0,8.885233166386385,84.5,24.596747752497688
llama2_7b_chat,bus,value,monetary_value,US dollars,5026.55,22354.461702838747,25350.5,111721.06786546574
llama2_7b_chat,bus,value,monetary_value,euros,2.35,3.3249455872081177,125.35,234.93247070056898
llama2_7b_chat,bus,value,monetary_value,pounds,35.5,50.832542415474876,235.0,343.77930497095923
llama2_7b_chat,bus,weight,weight,grams,90.5,24.38183102661747,2327.5,2246.72129534292
llama2_7b_chat,bus,weight,weight,kilograms,46.0,12.311740225021849,122.5,34.31663705766299
llama2_7b_chat,bus,weight,weight,ounces,18.0105,24.18400721551331,292.25,354.8404941882895
llama2_7b_chat,bus,weight,weight,pounds,10.5,2.23606797749979,57.5,18.317377426626162
llama2_7b_chat,car,size,height,centimeters,100.0,0.0,1950.0,1928.3207857178688
llama2_7b_chat,car,size,height,feet,10.0,0.0,24.5,7.236602866858978
llama2_7b_chat,car,size,height,inches,11.375,2.650099303005356,20.45,1.2343760409722462
llama2_7b_chat,car,size,height,meters,1.8,0.5477225575051661,7.25,2.552088927670202
llama2_7b_chat,car,size,height,millimeters,1000.0,0.0,4400.0,1095.4451150103323
llama2_7b_chat,car,size,length,centimeters,106.5,48.15271758194252,1977.5,2074.1818298205912
llama2_7b_chat,car,size,length,feet,10.0,0.0,23.0,5.23148363780597
llama2_7b_chat,car,size,length,inches,12.175,3.134170754089425,21.0,1.6222142113076257
llama2_7b_chat,car,size,length,meters,2.1,0.5026246899500345,6.3,2.1968877507678184
llama2_7b_chat,car,size,length,millimeters,1000.0,0.0,4550.0,1700.6190823220509
llama2_7b_chat,car,size,width,centimeters,96.5,15.652475842498529,1447.5,1865.5798449529673
llama2_7b_chat,car,size,width,feet,10.0,0.0,22.5,4.729526514634586
llama2_7b_chat,car,size,width,inches,11.2,2.9307803882601857,20.65,1.9269556026896006
llama2_7b_chat,car,size,width,meters,2.075,0.5447114156283027,7.1,2.4365635853109104
llama2_7b_chat,car,size,width,millimeters,1000.0,0.0,3900.0,1293.7094768634556
llama2_7b_chat,car,temperature,temperature,celsius,-3.0,7.326950970650465,85.0,24.387227027795987
llama2_7b_chat,car,temperature,temperature,fahrenheit,21.6,23.22974499712769,110.0,9.403246919632545
llama2_7b_chat,car,temperature,temperature,kelvin,-6.0,13.138933706635727,110.0,45.65315461516092
llama2_7b_chat,car,value,monetary_value,US dollars,7250.0,3998.354924873873,50750.0,37426.24325537532
llama2_7b_chat,car,value,monetary_value,euros,1275.0,1292.437517577583,9300.0,4520.130412650549
llama2_7b_chat,car,value,monetary_value,pounds,145.5,81.65878945182106,837.0,251.33538088420923
llama2_7b_chat,car,weight,weight,grams,635.0,429.53463189829057,2350.0,1001.314924959859
llama2_7b_chat,car,weight,weight,kilograms,965.0,118.21033884786185,2915.0,431.97831329581203
llama2_7b_chat,car,weight,weight,ounces,212.5,88.66702941490234,2255.0,1316.084703721011
llama2_7b_chat,car,weight,weight,pounds,1422.5,890.9597131892754,4575.0,1079.4126082955343
llama2_7b_chat,cat,size,height,centimeters,16.75,7.656266783010606,55.5,38.04083678309265
llama2_7b_chat,cat,size,height,feet,0.55,0.22360679774997894,3.05,1.7539429265154791
llama2_7b_chat,cat,size,height,inches,0.975,2.1242645786248002,3.875,4.385607441572826
llama2_7b_chat,cat,size,height,meters,0.38,0.1880649383926509,9.5,4.261208131133951
llama2_7b_chat,cat,size,height,millimeters,86.025,41.29115968849813,456.0,354.42169352637717
llama2_7b_chat,cat,size,length,centimeters,16.25,8.866702941490235,66.0,52.5557348265429
llama2_7b_chat,cat,size,length,feet,1.425,3.9043666512468342,4.325,6.763436918266365
llama2_7b_chat,cat,size,length,inches,2.45,3.8794329482541645,5.75,7.088723439378913
llama2_7b_chat,cat,size,length,meters,0.31,0.1970840055995359,12.0,9.787209698591857
llama2_7b_chat,cat,size,length,millimeters,75.505,64.75862450182541,306.0,300.6904335726451
llama2_7b_chat,cat,size,width,centimeters,20.75,8.925864251240826,74.0,45.00292388161837
llama2_7b_chat,cat,size,width,feet,0.825,0.6544382886752658,2.8,0.6569466853317864
llama2_7b_chat,cat,size,width,inches,1.55,2.905982939059564,4.825,5.582573920598577
llama2_7b_chat,cat,size,width,meters,0.29500000000000004,0.2114486375359025,11.5,9.610849132757812
llama2_7b_chat,cat,size,width,millimeters,92.5,56.277040284274854,415.0,404.6115746191518
llama2_7b_chat,cat,temperature,temperature,celsius,7.0,8.645047258706176,35.5,5.104177855340405
llama2_7b_chat,cat,temperature,temperature,fahrenheit,33.3,4.317650433182137,98.5,4.8936048492959285
llama2_7b_chat,cat,temperature,temperature,kelvin,15.85,9.799436074000434,44.25,19.417504311425056
llama2_7b_chat,cat,value,monetary_value,US dollars,6.5,11.250730970404591,3416.75,11177.625710013637
llama2_7b_chat,cat,value,monetary_value,euros,0.75,2.4468024246479647,1573.75,2915.5575773498463
llama2_7b_chat,cat,value,monetary_value,pounds,2.65,1.9063605446808296,16.65,9.334570719980421
llama2_7b_chat,cat,weight,weight,grams,29.675,62.41146887686927,133.675,299.67689947499684
llama2_7b_chat,cat,weight,weight,kilograms,2.05,0.223606797749979,9.375,1.4130500791959886
llama2_7b_chat,cat,weight,weight,ounces,1.9,1.1765247665543592,17.025,3.722177489475468
llama2_7b_chat,cat,weight,weight,pounds,3.1,1.9029063643750177,18.5,2.856202852887397
llama2_7b_chat,cow,size,height,centimeters,78.0,35.92389616661135,173.0,56.94873040496023
llama2_7b_chat,cow,size,height,feet,3.55,0.7052435189724409,5.95,1.145931016569864
llama2_7b_chat,cow,size,height,inches,32.5,8.506963092234008,61.0,16.189665319514628
llama2_7b_chat,cow,size,height,meters,1.45,0.22360679774997896,2.65,0.2856202852887398
llama2_7b_chat,cow,size,height,millimeters,105.0,51.04177855340404,417.5,145.34441853748632
llama2_7b_chat,cow,size,length,centimeters,88.0,25.874189537269107,183.5,42.58428175549729
llama2_7b_chat,cow,size,length,feet,3.725,0.7158910531638175,6.0,0.45883146774112366
llama2_7b_chat,cow,size,length,inches,31.1,7.0926203308717115,53.65,13.64695840413572
llama2_7b_chat,cow,size,length,meters,1.46,0.12732056517228263,3.075,0.8925864251240827
llama2_7b_chat,cow,size,length,millimeters,95.0,53.55764233637977,377.5,220.9280664069547
llama2_7b_chat,cow,size,width,centimeters,100.0,0.0,200.0,0.0
llama2_7b_chat,cow,size,width,feet,3.575,0.5199949392466289,5.875,0.5349618776383189
llama2_7b_chat,cow,size,width,inches,32.5,6.386663736585051,61.0,11.652874052533585
llama2_7b_chat,cow,size,width,meters,1.285,0.3375998877525381,3.125,1.0114476337356637
llama2_7b_chat,cow,size,width,millimeters,102.5,49.934167186722746,417.5,204.73024613918318
llama2_7b_chat,cow,temperature,temperature,celsius,7.25,3.795773272581241,27.0,4.9736145915484
llama2_7b_chat,cow,temperature,temperature,fahrenheit,32.0,0.0,99.5,2.236067977499789
llama2_7b_chat,cow,temperature,temperature,kelvin,15.7,17.973957769360002,74.5,39.40010686600522
llama2_7b_chat,cow,value,monetary_value,US dollars,83.0,114.66656466743729,400.0,460.2630826637716
llama2_7b_chat,cow,value,monetary_value,euros,52.525,19.63179148325759,205.0,72.36602866858978
llama2_7b_chat,cow,value,monetary_value,pounds,130.5,159.65340749985825,653.5,555.3782494840791
llama2_7b_chat,cow,weight,weight,grams,52.5,11.180339887498949,852.5,222.1160199440587
llama2_7b_chat,cow,weight,weight,kilograms,50.0,0.0,773.5,381.538092186709
llama2_7b_chat,cow,weight,weight,ounces,72.0,28.395700193404007,959.5,753.1441114631243
llama2_7b_chat,cow,weight,weight,pounds,46.0,18.467610337532772,922.0,429.05771909591544
llama2_7b_chat,cup,size,height,centimeters,7.5,2.5649458802128855,113.75,155.95946673144883
llama2_7b_chat,cup,size,height,feet,2.225,3.2014593711717096,11.525,3.771342773574085
llama2_7b_chat,cup,size,height,inches,2.7,0.5477225575051661,12.0,0.0
llama2_7b_chat,cup,size,height,meters,0.05950000000000001,0.04593760069806364,32.5,39.98354924873873
llama2_7b_chat,cup,size,height,millimeters,47.525,11.068536488623959,475.5,109.5673308974897
llama2_7b_chat,cup,size,length,centimeters,6.875,2.9103942579729822,168.5,206.27715132291007
llama2_7b_chat,cup,size,length,feet,0.775,1.2298373876248843,10.825,0.9904145862372878
llama2_7b_chat,cup,size,length,inches,2.35,0.8599265574515805,11.9,0.447213595499958
llama2_7b_chat,cup,size,length,meters,0.028000000000000004,0.03693522067506555,64.0,45.23622209550311
llama2_7b_chat,cup,size,length,millimeters,55.0,15.389675281277311,500.0,0.0
llama2_7b_chat,cup,size,width,centimeters,6.625,2.333255011216824,143.75,201.5915294273103
llama2_7b_chat,cup,size,width,feet,1.8,2.2734161635370636,13.5,8.678467000207133
llama2_7b_chat,cup,size,width,inches,2.475,0.7340407273943892,12.0,0.0
llama2_7b_chat,cup,size,width,meters,0.0325,0.03998354924873873,59.25,46.23381651425377
llama2_7b_chat,cup,size,width,millimeters,55.0,15.389675281277315,500.0,0.0
llama2_7b_chat,cup,temperature,temperature,celsius,-1.0,4.472135954999579,100.0,0.0
llama2_7b_chat,cup,temperature,temperature,fahrenheit,32.0,0.0,165.5,16.69383750149485
llama2_7b_chat,cup,temperature,temperature,kelvin,-12.0,44.674259632188765,105.0,15.389675281277315
llama2_7b_chat,cup,value,monetary_value,US dollars,2.942,2.395547624459308,45.493,42.11409341551265
llama2_7b_chat,cup,value,monetary_value,euros,1.299,1.0303852115643577,82.5495,143.85239165181568
llama2_7b_chat,cup,value,monetary_value,pounds,0.35,0.2115108557622118,11.925,4.0661471482939415
llama2_7b_chat,cup,weight,weight,grams,90.0005,26.15560732374005,950.0,153.89675281277312
llama2_7b_chat,cup,weight,weight,kilograms,0.073,0.04231461113834645,22.5,29.31229309207639
llama2_7b_chat,cup,weight,weight,ounces,0.7455,1.1692259022645348,20.8,27.13242379612687
llama2_7b_chat,cup,weight,weight,pounds,0.45,0.25649458802128855,12.2,2.0672890969882074
llama2_7b_chat,dog,size,height,centimeters,27.0,7.326950970650465,94.5,35.015034364954545
llama2_7b_chat,dog,size,height,feet,7.25,6.550411799027761,23.525,22.446119697481887
llama2_7b_chat,dog,size,height,inches,9.8,0.8944271909999162,23.95,4.925497570376975
llama2_7b_chat,dog,size,height,meters,0.38,0.1880649383926509,7.9,6.831814122949065
llama2_7b_chat,dog,size,height,millimeters,82.0,42.624430849727,295.5,176.35117476814625
llama2_7b_chat,dog,size,length,centimeters,24.5,8.87041208323017,96.5,22.54235779009911
llama2_7b_chat,dog,size,length,feet,4.975,6.12474489264655,14.675,13.799575699045397
llama2_7b_chat,dog,size,length,inches,9.8,0.8944271909999157,22.05,3.9798836269683213
llama2_7b_chat,dog,size,length,meters,0.42000000000000004,0.16415653633362465,4.6,4.558393068661483
llama2_7b_chat,dog,size,length,millimeters,99.5,98.05879009955952,337.5,297.1775120768907
llama2_7b_chat,dog,size,width,centimeters,29.0,9.679060415469872,96.5,26.61123624969051
llama2_7b_chat,dog,size,width,feet,8.325,6.861937351107653,21.675,12.67537500742867
llama2_7b_chat,dog,size,width,inches,9.525,2.1242645786248002,20.525,5.040559179506303
llama2_7b_chat,dog,size,width,meters,0.915,2.143355706412383,15.575,43.78514377947699
llama2_7b_chat,dog,size,width,millimeters,106.0,105.25157831045625,332.0,309.61096131826645
llama2_7b_chat,dog,temperature,temperature,celsius,0.5,2.23606797749979,33.25,4.6665100224336475
llama2_7b_chat,dog,temperature,temperature,fahrenheit,32.0,0.0,100.0,0.0
llama2_7b_chat,dog,temperature,temperature,kelvin,5.7,10.998085957876583,60.5,61.76994670379338
llama2_7b_chat,dog,value,monetary_value,US dollars,47.5,17.43408639479146,1202.5,624.3891751986602
llama2_7b_chat,dog,value,monetary_value,euros,32.010000000000005,48.724368700509174,11495.0,30352.399107466736
llama2_7b_chat,dog,value,monetary_value,pounds,19.0,3.0779350562554626,150.0,0.0
llama2_7b_chat,dog,weight,weight,grams,13.5,9.333020044867295,63.5,30.65512750104398
llama2_7b_chat,dog,weight,weight,kilograms,10.775,4.60684559278792,54.5,16.37552731171861
llama2_7b_chat,dog,weight,weight,ounces,16.5,4.8936048492959285,137.5,27.50598021100904
llama2_7b_chat,dog,weight,weight,pounds,20.0,0.0,150.0,0.0
llama2_7b_chat,elephant,size,height,centimeters,60.25,53.07578990165111,156.5,121.00565450032751
llama2_7b_chat,elephant,size,height,feet,3.835,1.6115618445928064,11.275,1.3999530067300943
llama2_7b_chat,elephant,size,height,inches,15.775,16.670549986191375,31.925,35.142669745511725
llama2_7b_chat,elephant,size,height,meters,2.2,0.5938279034765616,5.1,2.3033156878497434
llama2_7b_chat,elephant,size,height,millimeters,100.0,0.0,317.5,297.0357944051436
llama2_7b_chat,elephant,size,length,centimeters,51.75,55.352340320417966,151.75,123.09896532123207
llama2_7b_chat,elephant,size,length,feet,3.6799999999999997,1.0933290543348015,11.16,1.4016531592899037
llama2_7b_chat,elephant,size,length,inches,12.275,11.350255040028141,38.825,42.74104245951795
